    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.999000        0.400000        0.001000        0.600000      -10.000000       16.434760        1.776426        2.398553
      0.999000        0.400000        0.001000        0.600000       -9.900000       16.130890        1.767861        2.398543
      0.999000        0.400000        0.001000        0.600000       -9.800000       15.830055        1.759147        2.398533
      0.999000        0.400000        0.001000        0.600000       -9.700000       15.532252        1.750282        2.398522
      0.999000        0.400000        0.001000        0.600000       -9.600000       15.237483        1.741261        2.398510
      0.999000        0.400000        0.001000        0.600000       -9.500000       14.945745        1.732084        2.398499
      0.999000        0.400000        0.001000        0.600000       -9.400000       14.657039        1.722746        2.398487
      0.999000        0.400000        0.001000        0.600000       -9.300000       14.371365        1.713246        2.398475
      0.999000        0.400000        0.001000        0.600000       -9.200000       14.088720        1.703580        2.398462
      0.999000        0.400000        0.001000        0.600000       -9.100000       13.809105        1.693747        2.398449
      0.999000        0.400000        0.001000        0.600000       -9.000000       13.532519        1.683743        2.398436
      0.999000        0.400000        0.001000        0.600000       -8.900000       13.258961        1.673566        2.398422
      0.999000        0.400000        0.001000        0.600000       -8.800000       12.988430        1.663213        2.398408
      0.999000        0.400000        0.001000        0.600000       -8.700000       12.720926        1.652682        2.398394
      0.999000        0.400000        0.001000        0.600000       -8.600000       12.456447        1.641970        2.398379
      0.999000        0.400000        0.001000        0.600000       -8.500000       12.194993        1.631073        2.398363
      0.999000        0.400000        0.001000        0.600000       -8.400000       11.936563        1.619991        2.398347
      0.999000        0.400000        0.001000        0.600000       -8.300000       11.681156        1.608720        2.398331
      0.999000        0.400000        0.001000        0.600000       -8.200000       11.428771        1.597257        2.398314
      0.999000        0.400000        0.001000        0.600000       -8.100000       11.179406        1.585601        2.398296
      0.999000        0.400000        0.001000        0.600000       -8.000000       10.933061        1.573749        2.398278
      0.999000        0.400000        0.001000        0.600000       -7.900000       10.689734        1.561698        2.398260
      0.999000        0.400000        0.001000        0.600000       -7.800000       10.449424        1.549447        2.398240
      0.999000        0.400000        0.001000        0.600000       -7.700000       10.212130        1.536993        2.398220
      0.999000        0.400000        0.001000        0.600000       -7.600000        9.977850        1.524334        2.398200
      0.999000        0.400000        0.001000        0.600000       -7.500000        9.746583        1.511469        2.398178
      0.999000        0.400000        0.001000        0.600000       -7.400000        9.518328        1.498394        2.398156
      0.999000        0.400000        0.001000        0.600000       -7.300000        9.293082        1.485110        2.398133
      0.999000        0.400000        0.001000        0.600000       -7.200000        9.070844        1.471613        2.398109
      0.999000        0.400000        0.001000        0.600000       -7.100000        8.851612        1.457903        2.398085
      0.999000        0.400000        0.001000        0.600000       -7.000000        8.635385        1.443979        2.398060
      0.999000        0.400000        0.001000        0.600000       -6.900000        8.422160        1.429839        2.398033
      0.999000        0.400000        0.001000        0.600000       -6.800000        8.211936        1.415482        2.398006
      0.999000        0.400000        0.001000        0.600000       -6.700000        8.004710        1.400908        2.397978
      0.999000        0.400000        0.001000        0.600000       -6.600000        7.800479        1.386116        2.397948
      0.999000        0.400000        0.001000        0.600000       -6.500000        7.599241        1.371106        2.397918
      0.999000        0.400000        0.001000        0.600000       -6.400000        7.400995        1.355879        2.397886
      0.999000        0.400000        0.001000        0.600000       -6.300000        7.205736        1.340433        2.397853
      0.999000        0.400000        0.001000        0.600000       -6.200000        7.013462        1.324771        2.397819
      0.999000        0.400000        0.001000        0.600000       -6.100000        6.824171        1.308893        2.397783
      0.999000        0.400000        0.001000        0.600000       -6.000000        6.637858        1.292799        2.397746
      0.999000        0.400000        0.001000        0.600000       -5.900000        6.454521        1.276493        2.397708
      0.999000        0.400000        0.001000        0.600000       -5.800000        6.274156        1.259975        2.397668
      0.999000        0.400000        0.001000        0.600000       -5.700000        6.096759        1.243249        2.397626
      0.999000        0.400000        0.001000        0.600000       -5.600000        5.922325        1.226316        2.397583
      0.999000        0.400000        0.001000        0.600000       -5.500000        5.750852        1.209180        2.397538
      0.999000        0.400000        0.001000        0.600000       -5.400000        5.582334        1.191845        2.397491
      0.999000        0.400000        0.001000        0.600000       -5.300000        5.416766        1.174315        2.397441
      0.999000        0.400000        0.001000        0.600000       -5.200000        5.254145        1.156595        2.397390
      0.999000        0.400000        0.001000        0.600000       -5.100000        5.094463        1.138689        2.397337
      0.999000        0.400000        0.001000        0.600000       -5.000000        4.937716        1.120603        2.397281
      0.999000        0.400000        0.001000        0.600000       -4.900000        4.783897        1.102344        2.397222
      0.999000        0.400000        0.001000        0.600000       -4.800000        4.633001        1.083918        2.397161
      0.999000        0.400000        0.001000        0.600000       -4.700000        4.485020        1.065333        2.397097
      0.999000        0.400000        0.001000        0.600000       -4.600000        4.339948        1.046597        2.397030
      0.999000        0.400000        0.001000        0.600000       -4.500000        4.197777        1.027717        2.396960
      0.999000        0.400000        0.001000        0.600000       -4.400000        4.058498        1.008704        2.396887
      0.999000        0.400000        0.001000        0.600000       -4.300000        3.922104        0.989567        2.396810
      0.999000        0.400000        0.001000        0.600000       -4.200000        3.788585        0.970317        2.396729
      0.999000        0.400000        0.001000        0.600000       -4.100000        3.657932        0.950964        2.396645
      0.999000        0.400000        0.001000        0.600000       -4.000000        3.530135        0.931520        2.396556
      0.999000        0.400000        0.001000        0.600000       -3.900000        3.405183        0.911998        2.396463
      0.999000        0.400000        0.001000        0.600000       -3.800000        3.283064        0.892411        2.396365
      0.999000        0.400000        0.001000        0.600000       -3.700000        3.163767        0.872772        2.396262
      0.999000        0.400000        0.001000        0.600000       -3.600000        3.047279        0.853095        2.396153
      0.999000        0.400000        0.001000        0.600000       -3.500000        2.933586        0.833395        2.396039
      0.999000        0.400000        0.001000        0.600000       -3.400000        2.822674        0.813687        2.395919
      0.999000        0.400000        0.001000        0.600000       -3.300000        2.714527        0.793988        2.395792
      0.999000        0.400000        0.001000        0.600000       -3.200000        2.609131        0.774313        2.395659
      0.999000        0.400000        0.001000        0.600000       -3.100000        2.506466        0.754678        2.395518
      0.999000        0.400000        0.001000        0.600000       -3.000000        2.406516        0.735102        2.395370
      0.999000        0.400000        0.001000        0.600000       -2.900000        2.309262        0.715602        2.395213
      0.999000        0.400000        0.001000        0.600000       -2.800000        2.214683        0.696194        2.395047
      0.999000        0.400000        0.001000        0.600000       -2.700000        2.122758        0.676898        2.394872
      0.999000        0.400000        0.001000        0.600000       -2.600000        2.033464        0.657731        2.394687
      0.999000        0.400000        0.001000        0.600000       -2.500000        1.946779        0.638712        2.394491
      0.999000        0.400000        0.001000        0.600000       -2.400000        1.862676        0.619858        2.394283
      0.999000        0.400000        0.001000        0.600000       -2.300000        1.781130        0.601188        2.394063
      0.999000        0.400000        0.001000        0.600000       -2.200000        1.702113        0.582719        2.393830
      0.999000        0.400000        0.001000        0.600000       -2.100000        1.625596        0.564470        2.393582
      0.999000        0.400000        0.001000        0.600000       -2.000000        1.551549        0.546457        2.393319
      0.999000        0.400000        0.001000        0.600000       -1.900000        1.479939        0.528698        2.393040
      0.999000        0.400000        0.001000        0.600000       -1.800000        1.410735        0.511208        2.392744
      0.999000        0.400000        0.001000        0.600000       -1.700000        1.343899        0.494005        2.392429
      0.999000        0.400000        0.001000        0.600000       -1.600000        1.279398        0.477102        2.392093
      0.999000        0.400000        0.001000        0.600000       -1.500000        1.217191        0.460515        2.391736
      0.999000        0.400000        0.001000        0.600000       -1.400000        1.157242        0.444256        2.391356
      0.999000        0.400000        0.001000        0.600000       -1.300000        1.099507        0.428338        2.390951
      0.999000        0.400000        0.001000        0.600000       -1.200000        1.043946        0.412773        2.390519
      0.999000        0.400000        0.001000        0.600000       -1.100000        0.990515        0.397570        2.390058
      0.999000        0.400000        0.001000        0.600000       -1.000000        0.939167        0.382737        2.389566
      0.999000        0.400000        0.001000        0.600000       -0.900000        0.889851        0.368272        2.389040
      0.999000        0.400000        0.001000        0.600000       -0.800000        0.842517        0.354170        2.388477
      0.999000        0.400000        0.001000        0.600000       -0.700000        0.797112        0.340429        2.387875
      0.999000        0.400000        0.001000        0.600000       -0.600000        0.753587        0.327046        2.387230
      0.999000        0.400000        0.001000        0.600000       -0.500000        0.711891        0.314016        2.386539
      0.999000        0.400000        0.001000        0.600000       -0.400000        0.671974        0.301336        2.385797
      0.999000        0.400000        0.001000        0.600000       -0.300000        0.633786        0.289002        2.385000
      0.999000        0.400000        0.001000        0.600000       -0.200000        0.597279        0.277011        2.384144
      0.999000        0.400000        0.001000        0.600000       -0.100000        0.562403        0.265359        2.383223
      0.999000        0.400000        0.001000        0.600000        0.000000        0.529111        0.254041        2.382232
      0.999000        0.400000        0.001000        0.600000        0.100000        0.497353        0.243054        2.381163
      0.999000        0.400000        0.001000        0.600000        0.200000        0.467084        0.232393        2.380011
      0.999000        0.400000        0.001000        0.600000        0.300000        0.438255        0.222055        2.378766
      0.999000        0.400000        0.001000        0.600000        0.400000        0.410821        0.212035        2.377422
      0.999000        0.400000        0.001000        0.600000        0.500000        0.384736        0.202329        2.375967
      0.999000        0.400000        0.001000        0.600000        0.600000        0.359955        0.192932        2.374392
      0.999000        0.400000        0.001000        0.600000        0.700000        0.336432        0.183840        2.372684
      0.999000        0.400000        0.001000        0.600000        0.800000        0.314124        0.175048        2.370832
      0.999000        0.400000        0.001000        0.600000        0.900000        0.292987        0.166551        2.368820
      0.999000        0.400000        0.001000        0.600000        1.000000        0.272980        0.158346        2.366633
      0.999000        0.400000        0.001000        0.600000        1.100000        0.254058        0.150426        2.364252
      0.999000        0.400000        0.001000        0.600000        1.200000        0.236182        0.142787        2.361659
      0.999000        0.400000        0.001000        0.600000        1.300000        0.219310        0.135425        2.358830
      0.999000        0.400000        0.001000        0.600000        1.400000        0.203402        0.128333        2.355741
      0.999000        0.400000        0.001000        0.600000        1.500000        0.188420        0.121508        2.352365
      0.999000        0.400000        0.001000        0.600000        1.600000        0.174324        0.114943        2.348670
      0.999000        0.400000        0.001000        0.600000        1.700000        0.161078        0.108634        2.344624
      0.999000        0.400000        0.001000        0.600000        1.800000        0.148643        0.102576        2.340186
      0.999000        0.400000        0.001000        0.600000        1.900000        0.136985        0.096763        2.335314
      0.999000        0.400000        0.001000        0.600000        2.000000        0.126067        0.091189        2.329960
      0.999000        0.400000        0.001000        0.600000        2.100000        0.115856        0.085850        2.324069
      0.999000        0.400000        0.001000        0.600000        2.200000        0.106318        0.080740        2.317582
      0.999000        0.400000        0.001000        0.600000        2.300000        0.097419        0.075853        2.310430
      0.999000        0.400000        0.001000        0.600000        2.400000        0.089130        0.071185        2.302537
      0.999000        0.400000        0.001000        0.600000        2.500000        0.081417        0.066728        2.293818
      0.999000        0.400000        0.001000        0.600000        2.600000        0.074252        0.062479        2.284178
      0.999000        0.400000        0.001000        0.600000        2.700000        0.067606        0.058431        2.273510
      0.999000        0.400000        0.001000        0.600000        2.800000        0.061449        0.054579        2.261696
      0.999000        0.400000        0.001000        0.600000        2.900000        0.055755        0.050917        2.248603
      0.999000        0.400000        0.001000        0.600000        3.000000        0.050498        0.047439        2.234083
      0.999000        0.400000        0.001000        0.600000        3.100000        0.045651        0.044140        2.217975
      0.999000        0.400000        0.001000        0.600000        3.200000        0.041191        0.041015        2.200097
      0.999000        0.400000        0.001000        0.600000        3.300000        0.037093        0.038057        2.180252
      0.999000        0.400000        0.001000        0.600000        3.400000        0.033335        0.035261        2.158223
      0.999000        0.400000        0.001000        0.600000        3.500000        0.029895        0.032622        2.133778
      0.999000        0.400000        0.001000        0.600000        3.600000        0.026753        0.030134        2.106664
      0.999000        0.400000        0.001000        0.600000        3.700000        0.023887        0.027792        2.076614
      0.999000        0.400000        0.001000        0.600000        3.800000        0.021280        0.025590        2.043350
      0.999000        0.400000        0.001000        0.600000        3.900000        0.018912        0.023522        2.006586
      0.999000        0.400000        0.001000        0.600000        4.000000        0.016767        0.021584        1.966035
      0.999000        0.400000        0.001000        0.600000        4.100000        0.014827        0.019769        1.921420
      0.999000        0.400000        0.001000        0.600000        4.200000        0.013078        0.018074        1.872487
      0.999000        0.400000        0.001000        0.600000        4.300000        0.011504        0.016492        1.819018
      0.999000        0.400000        0.001000        0.600000        4.400000        0.010091        0.015018        1.760853
      0.999000        0.400000        0.001000        0.600000        4.500000        0.008827        0.013648        1.697908
      0.999000        0.400000        0.001000        0.600000        4.600000        0.007697        0.012377        1.630201
      0.999000        0.400000        0.001000        0.600000        4.700000        0.006692        0.011199        1.557872
      0.999000        0.400000        0.001000        0.600000        4.800000        0.005799        0.010110        1.481209
      0.999000        0.400000        0.001000        0.600000        4.900000        0.005008        0.009105        1.400660
      0.999000        0.400000        0.001000        0.600000        5.000000        0.004311        0.008180        1.316843
      0.999000        0.400000        0.001000        0.600000        5.100000        0.003697        0.007330        1.230545
      0.999000        0.400000        0.001000        0.600000        5.200000        0.003159        0.006552        1.142701
      0.999000        0.400000        0.001000        0.600000        5.300000        0.002689        0.005839        1.054371
      0.999000        0.400000        0.001000        0.600000        5.400000        0.002280        0.005189        0.966686
      0.999000        0.400000        0.001000        0.600000        5.500000        0.001924        0.004598        0.880803
      0.999000        0.400000        0.001000        0.600000        5.600000        0.001618        0.004062        0.797837
      0.999000        0.400000        0.001000        0.600000        5.700000        0.001353        0.003576        0.718805
      0.999000        0.400000        0.001000        0.600000        5.800000        0.001127        0.003138        0.644575
      0.999000        0.400000        0.001000        0.600000        5.900000        0.000934        0.002743        0.575818
      0.999000        0.400000        0.001000        0.600000        6.000000        0.000769        0.002389        0.512728
      0.999000        0.400000        0.001000        0.600000        6.100000        0.000631        0.002072        0.455011
      0.999000        0.400000        0.001000        0.600000        6.200000        0.000514        0.001790        0.402347
      0.999000        0.400000        0.001000        0.600000        6.300000        0.000416        0.001539        0.354430
      0.999000        0.400000        0.001000        0.600000        6.400000        0.000334        0.001317        0.310959
      0.999000        0.400000        0.001000        0.600000        6.500000        0.000267        0.001121        0.271648
      0.999000        0.400000        0.001000        0.600000        6.600000        0.000211        0.000949        0.236218
      0.999000        0.400000        0.001000        0.600000        6.700000        0.000166        0.000799        0.204401
      0.999000        0.400000        0.001000        0.600000        6.800000        0.000129        0.000669        0.175937
      0.999000        0.400000        0.001000        0.600000        6.900000        0.000100        0.000555        0.150581
      0.999000        0.400000        0.001000        0.600000        7.000000        0.000076        0.000458        0.128092
      0.999000        0.400000        0.001000        0.600000        7.100000        0.000058        0.000375        0.108242
      0.999000        0.400000        0.001000        0.600000        7.200000        0.000043        0.000304        0.090814
      0.999000        0.400000        0.001000        0.600000        7.300000        0.000032        0.000245        0.075598
      0.999000        0.400000        0.001000        0.600000        7.400000        0.000023        0.000195        0.062396
      0.999000        0.400000        0.001000        0.600000        7.500000        0.000016        0.000153        0.051018
      0.999000        0.400000        0.001000        0.600000        7.600000        0.000012        0.000119        0.041286
      0.999000        0.400000        0.001000        0.600000        7.700000        0.000008        0.000091        0.033030
      0.999000        0.400000        0.001000        0.600000        7.800000        0.000005        0.000069        0.026089
      0.999000        0.400000        0.001000        0.600000        7.900000        0.000004        0.000051        0.020314
      0.999000        0.400000        0.001000        0.600000        8.000000        0.000002        0.000037        0.015564
      0.999000        0.400000        0.001000        0.600000        8.100000        0.000001        0.000027        0.011708
      0.999000        0.400000        0.001000        0.600000        8.200000        0.000001        0.000018        0.008623
      0.999000        0.400000        0.001000        0.600000        8.300000        0.000000        0.000012        0.006198
      0.999000        0.400000        0.001000        0.600000        8.400000        0.000000        0.000008        0.004328
      0.999000        0.400000        0.001000        0.600000        8.500000        0.000000        0.000005        0.002921
      0.999000        0.400000        0.001000        0.600000        8.600000        0.000000        0.000003        0.001892
      0.999000        0.400000        0.001000        0.600000        8.700000        0.000000        0.000002        0.001164
      0.999000        0.400000        0.001000        0.600000        8.800000        0.000000        0.000001        0.000672
      0.999000        0.400000        0.001000        0.600000        8.900000        0.000000        0.000000        0.000356
      0.999000        0.400000        0.001000        0.600000        9.000000        0.000000        0.000000        0.000169
      0.999000        0.400000        0.001000        0.600000        9.100000        0.000000        0.000000        0.000068
      0.999000        0.400000        0.001000        0.600000        9.200000        0.000000        0.000000        0.000021
      0.999000        0.400000        0.001000        0.600000        9.300000        0.000000        0.000000        0.000004
      0.999000        0.400000        0.001000        0.600000        9.400000        0.000000        0.000000        0.000000
      0.999000        0.500000        0.001000        0.500000      -10.000000       16.889506        2.236022        1.998807
      0.999000        0.500000        0.001000        0.500000       -9.900000       16.574612        2.225362        1.998798
      0.999000        0.500000        0.001000        0.500000       -9.800000       16.262865        2.214512        1.998790
      0.999000        0.500000        0.001000        0.500000       -9.700000       15.954266        2.203468        1.998781
      0.999000        0.500000        0.001000        0.500000       -9.600000       15.648813        2.192226        1.998772
      0.999000        0.500000        0.001000        0.500000       -9.500000       15.346508        2.180783        1.998762
      0.999000        0.500000        0.001000        0.500000       -9.400000       15.047348        2.169136        1.998752
      0.999000        0.500000        0.001000        0.500000       -9.300000       14.751333        2.157280        1.998742
      0.999000        0.500000        0.001000        0.500000       -9.200000       14.458463        2.145213        1.998732
      0.999000        0.500000        0.001000        0.500000       -9.100000       14.168738        2.132930        1.998722
      0.999000        0.500000        0.001000        0.500000       -9.000000       13.882156        2.120429        1.998711
      0.999000        0.500000        0.001000        0.500000       -8.900000       13.598717        2.107704        1.998699
      0.999000        0.500000        0.001000        0.500000       -8.800000       13.318420        2.094754        1.998688
      0.999000        0.500000        0.001000        0.500000       -8.700000       13.041265        2.081573        1.998676
      0.999000        0.500000        0.001000        0.500000       -8.600000       12.767251        2.068159        1.998664
      0.999000        0.500000        0.001000        0.500000       -8.500000       12.496377        2.054508        1.998651
      0.999000        0.500000        0.001000        0.500000       -8.400000       12.228642        2.040617        1.998638
      0.999000        0.500000        0.001000        0.500000       -8.300000       11.964045        2.026481        1.998624
      0.999000        0.500000        0.001000        0.500000       -8.200000       11.702586        2.012098        1.998610
      0.999000        0.500000        0.001000        0.500000       -8.100000       11.444264        1.997463        1.998596
      0.999000        0.500000        0.001000        0.500000       -8.000000       11.189077        1.982575        1.998581
      0.999000        0.500000        0.001000        0.500000       -7.900000       10.937024        1.967428        1.998565
      0.999000        0.500000        0.001000        0.500000       -7.800000       10.688105        1.952021        1.998549
      0.999000        0.500000        0.001000        0.500000       -7.700000       10.442318        1.936349        1.998533
      0.999000        0.500000        0.001000        0.500000       -7.600000       10.199662        1.920411        1.998516
      0.999000        0.500000        0.001000        0.500000       -7.500000        9.960136        1.904203        1.998498
      0.999000        0.500000        0.001000        0.500000       -7.400000        9.723738        1.887722        1.998480
      0.999000        0.500000        0.001000        0.500000       -7.300000        9.490468        1.870965        1.998461
      0.999000        0.500000        0.001000        0.500000       -7.200000        9.260322        1.853931        1.998441
      0.999000        0.500000        0.001000        0.500000       -7.100000        9.033301        1.836617        1.998421
      0.999000        0.500000        0.001000        0.500000       -7.000000        8.809402        1.819021        1.998400
      0.999000        0.500000        0.001000        0.500000       -6.900000        8.588623        1.801142        1.998378
      0.999000        0.500000        0.001000        0.500000       -6.800000        8.370963        1.782976        1.998356
      0.999000        0.500000        0.001000        0.500000       -6.700000        8.156420        1.764524        1.998332
      0.999000        0.500000        0.001000        0.500000       -6.600000        7.944992        1.745784        1.998308
      0.999000        0.500000        0.001000        0.500000       -6.500000        7.736676        1.726756        1.998282
      0.999000        0.500000        0.001000        0.500000       -6.400000        7.531470        1.707439        1.998256
      0.999000        0.500000        0.001000        0.500000       -6.300000        7.329371        1.687832        1.998228
      0.999000        0.500000        0.001000        0.500000       -6.200000        7.130378        1.667937        1.998200
      0.999000        0.500000        0.001000        0.500000       -6.100000        6.934488        1.647754        1.998170
      0.999000        0.500000        0.001000        0.500000       -6.000000        6.741697        1.627284        1.998139
      0.999000        0.500000        0.001000        0.500000       -5.900000        6.552002        1.606528        1.998107
      0.999000        0.500000        0.001000        0.500000       -5.800000        6.365401        1.585490        1.998074
      0.999000        0.500000        0.001000        0.500000       -5.700000        6.181890        1.564171        1.998039
      0.999000        0.500000        0.001000        0.500000       -5.600000        6.001464        1.542574        1.998003
      0.999000        0.500000        0.001000        0.500000       -5.500000        5.824122        1.520704        1.997965
      0.999000        0.500000        0.001000        0.500000       -5.400000        5.649857        1.498565        1.997925
      0.999000        0.500000        0.001000        0.500000       -5.300000        5.478667        1.476161        1.997884
      0.999000        0.500000        0.001000        0.500000       -5.200000        5.310546        1.453498        1.997840
      0.999000        0.500000        0.001000        0.500000       -5.100000        5.145489        1.430583        1.997795
      0.999000        0.500000        0.001000        0.500000       -5.000000        4.983492        1.407423        1.997748
      0.999000        0.500000        0.001000        0.500000       -4.900000        4.824548        1.384025        1.997698
      0.999000        0.500000        0.001000        0.500000       -4.800000        4.668653        1.360399        1.997647
      0.999000        0.500000        0.001000        0.500000       -4.700000        4.515799        1.336552        1.997592
      0.999000        0.500000        0.001000        0.500000       -4.600000        4.365980        1.312497        1.997535
      0.999000        0.500000        0.001000        0.500000       -4.500000        4.219190        1.288243        1.997476
      0.999000        0.500000        0.001000        0.500000       -4.400000        4.075419        1.263803        1.997413
      0.999000        0.500000        0.001000        0.500000       -4.300000        3.934662        1.239189        1.997348
      0.999000        0.500000        0.001000        0.500000       -4.200000        3.796909        1.214415        1.997279
      0.999000        0.500000        0.001000        0.500000       -4.100000        3.662151        1.189496        1.997206
      0.999000        0.500000        0.001000        0.500000       -4.000000        3.530378        1.164447        1.997130
      0.999000        0.500000        0.001000        0.500000       -3.900000        3.401581        1.139285        1.997050
      0.999000        0.500000        0.001000        0.500000       -3.800000        3.275749        1.114027        1.996965
      0.999000        0.500000        0.001000        0.500000       -3.700000        3.152869        1.088690        1.996877
      0.999000        0.500000        0.001000        0.500000       -3.600000        3.032930        1.063295        1.996783
      0.999000        0.500000        0.001000        0.500000       -3.500000        2.915919        1.037861        1.996684
      0.999000        0.500000        0.001000        0.500000       -3.400000        2.801821        1.012408        1.996579
      0.999000        0.500000        0.001000        0.500000       -3.300000        2.690622        0.986959        1.996469
      0.999000        0.500000        0.001000        0.500000       -3.200000        2.582306        0.961535        1.996353
      0.999000        0.500000        0.001000        0.500000       -3.100000        2.476857        0.936159        1.996230
      0.999000        0.500000        0.001000        0.500000       -3.000000        2.374256        0.910855        1.996099
      0.999000        0.500000        0.001000        0.500000       -2.900000        2.274485        0.885646        1.995961
      0.999000        0.500000        0.001000        0.500000       -2.800000        2.177523        0.860558        1.995815
      0.999000        0.500000        0.001000        0.500000       -2.700000        2.083350        0.835614        1.995660
      0.999000        0.500000        0.001000        0.500000       -2.600000        1.991943        0.810841        1.995496
      0.999000        0.500000        0.001000        0.500000       -2.500000        1.903277        0.786262        1.995321
      0.999000        0.500000        0.001000        0.500000       -2.400000        1.817329        0.761904        1.995136
      0.999000        0.500000        0.001000        0.500000       -2.300000        1.734070        0.737792        1.994939
      0.999000        0.500000        0.001000        0.500000       -2.200000        1.653473        0.713951        1.994729
      0.999000        0.500000        0.001000        0.500000       -2.100000        1.575508        0.690405        1.994506
      0.999000        0.500000        0.001000        0.500000       -2.000000        1.500143        0.667178        1.994268
      0.999000        0.500000        0.001000        0.500000       -1.900000        1.427346        0.644295        1.994015
      0.999000        0.500000        0.001000        0.500000       -1.800000        1.357082        0.621779        1.993744
      0.999000        0.500000        0.001000        0.500000       -1.700000        1.289314        0.599650        1.993456
      0.999000        0.500000        0.001000        0.500000       -1.600000        1.224004        0.577932        1.993148
      0.999000        0.500000        0.001000        0.500000       -1.500000        1.161113        0.556642        1.992818
      0.999000        0.500000        0.001000        0.500000       -1.400000        1.100598        0.535801        1.992466
      0.999000        0.500000        0.001000        0.500000       -1.300000        1.042416        0.515426        1.992089
      0.999000        0.500000        0.001000        0.500000       -1.200000        0.986523        0.495531        1.991685
      0.999000        0.500000        0.001000        0.500000       -1.100000        0.932869        0.476128        1.991251
      0.999000        0.500000        0.001000        0.500000       -1.000000        0.881401        0.457213        1.990786
      0.999000        0.500000        0.001000        0.500000       -0.900000        0.832065        0.438783        1.990287
      0.999000        0.500000        0.001000        0.500000       -0.800000        0.784808        0.420834        1.989750
      0.999000        0.500000        0.001000        0.500000       -0.700000        0.739575        0.403363        1.989172
      0.999000        0.500000        0.001000        0.500000       -0.600000        0.696314        0.386365        1.988549
      0.999000        0.500000        0.001000        0.500000       -0.500000        0.654970        0.369837        1.987878
      0.999000        0.500000        0.001000        0.500000       -0.400000        0.615492        0.353773        1.987153
      0.999000        0.500000        0.001000        0.500000       -0.300000        0.577825        0.338170        1.986370
      0.999000        0.500000        0.001000        0.500000       -0.200000        0.541919        0.323023        1.985523
      0.999000        0.500000        0.001000        0.500000       -0.100000        0.507719        0.308327        1.984606
      0.999000        0.500000        0.001000        0.500000        0.000000        0.475176        0.294078        1.983611
      0.999000        0.500000        0.001000        0.500000        0.100000        0.444236        0.280270        1.982531
      0.999000        0.500000        0.001000        0.500000        0.200000        0.414850        0.266898        1.981358
      0.999000        0.500000        0.001000        0.500000        0.300000        0.386965        0.253957        1.980082
      0.999000        0.500000        0.001000        0.500000        0.400000        0.360532        0.241442        1.978692
      0.999000        0.500000        0.001000        0.500000        0.500000        0.335502        0.229346        1.977177
      0.999000        0.500000        0.001000        0.500000        0.600000        0.311825        0.217665        1.975522
      0.999000        0.500000        0.001000        0.500000        0.700000        0.289451        0.206391        1.973713
      0.999000        0.500000        0.001000        0.500000        0.800000        0.268334        0.195520        1.971733
      0.999000        0.500000        0.001000        0.500000        0.900000        0.248425        0.185045        1.969562
      0.999000        0.500000        0.001000        0.500000        1.000000        0.229678        0.174959        1.967180
      0.999000        0.500000        0.001000        0.500000        1.100000        0.212047        0.165257        1.964563
      0.999000        0.500000        0.001000        0.500000        1.200000        0.195485        0.155931        1.961683
      0.999000        0.500000        0.001000        0.500000        1.300000        0.179948        0.146975        1.958510
      0.999000        0.500000        0.001000        0.500000        1.400000        0.165392        0.138381        1.955009
      0.999000        0.500000        0.001000        0.500000        1.500000        0.151774        0.130143        1.951142
      0.999000        0.500000        0.001000        0.500000        1.600000        0.139051        0.122254        1.946863
      0.999000        0.500000        0.001000        0.500000        1.700000        0.127183        0.114706        1.942123
      0.999000        0.500000        0.001000        0.500000        1.800000        0.116127        0.107492        1.936866
      0.999000        0.500000        0.001000        0.500000        1.900000        0.105845        0.100604        1.931026
      0.999000        0.500000        0.001000        0.500000        2.000000        0.096297        0.094035        1.924531
      0.999000        0.500000        0.001000        0.500000        2.100000        0.087446        0.087777        1.917299
      0.999000        0.500000        0.001000        0.500000        2.200000        0.079255        0.081822        1.909236
      0.999000        0.500000        0.001000        0.500000        2.300000        0.071687        0.076162        1.900236
      0.999000        0.500000        0.001000        0.500000        2.400000        0.064709        0.070790        1.890179
      0.999000        0.500000        0.001000        0.500000        2.500000        0.058286        0.065696        1.878931
      0.999000        0.500000        0.001000        0.500000        2.600000        0.052385        0.060874        1.866340
      0.999000        0.500000        0.001000        0.500000        2.700000        0.046975        0.056314        1.852234
      0.999000        0.500000        0.001000        0.500000        2.800000        0.042026        0.052009        1.836423
      0.999000        0.500000        0.001000        0.500000        2.900000        0.037507        0.047950        1.818694
      0.999000        0.500000        0.001000        0.500000        3.000000        0.033390        0.044129        1.798814
      0.999000        0.500000        0.001000        0.500000        3.100000        0.029648        0.040537        1.776526
      0.999000        0.500000        0.001000        0.500000        3.200000        0.026256        0.037167        1.751551
      0.999000        0.500000        0.001000        0.500000        3.300000        0.023187        0.034010        1.723592
      0.999000        0.500000        0.001000        0.500000        3.400000        0.020419        0.031057        1.692337
      0.999000        0.500000        0.001000        0.500000        3.500000        0.017928        0.028301        1.657465
      0.999000        0.500000        0.001000        0.500000        3.600000        0.015692        0.025732        1.618661
      0.999000        0.500000        0.001000        0.500000        3.700000        0.013692        0.023344        1.575623
      0.999000        0.500000        0.001000        0.500000        3.800000        0.011907        0.021127        1.528086
      0.999000        0.500000        0.001000        0.500000        3.900000        0.010319        0.019075        1.475844
